row_id,row_type,metric,location,as_of_date,value,value_min,value_max,unit,source_id,conflicting_source_ids,evidence_ref,evidence_status,derivation_type,source_url,archive_sha256,raw_archive_status,license,correction_note
source:afro-sitrep-01-pdf-2026-05-18-live:affected_health_zones.goma.deaths,source_extracted_metric,deaths,COD; UGA,2026-05-18,0,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:affected_health_zones.goma.suspected,source_extracted_metric,suspected_cases,COD; UGA,2026-05-18,1,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:affected_health_zones.katwa.confirmed,source_extracted_metric,confirmed_cases,COD; UGA,2026-05-18,1,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:affected_health_zones.katwa.deaths,source_extracted_metric,deaths,COD; UGA,2026-05-18,0,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:affected_health_zones.katwa.suspected,source_extracted_metric,suspected_cases,COD; UGA,2026-05-18,1,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:affected_health_zones.mongbwalu.confirmed,source_extracted_metric,confirmed_cases,COD; UGA,2026-05-18,1,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:affected_health_zones.mongbwalu.deaths,source_extracted_metric,deaths,COD; UGA,2026-05-18,74,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:affected_health_zones.mongbwalu.suspected,source_extracted_metric,suspected_cases,COD; UGA,2026-05-18,302,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:affected_health_zones.nyankunde.confirmed,source_extracted_metric,confirmed_cases,COD; UGA,2026-05-18,4,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:affected_health_zones.nyankunde.deaths,source_extracted_metric,deaths,COD; UGA,2026-05-18,1,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:affected_health_zones.nyankunde.suspected,source_extracted_metric,suspected_cases,COD; UGA,2026-05-18,14,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:affected_health_zones.rwampara.confirmed,source_extracted_metric,confirmed_cases,COD; UGA,2026-05-18,19,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:affected_health_zones.rwampara.deaths,source_extracted_metric,deaths,COD; UGA,2026-05-18,38,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:affected_health_zones.rwampara.suspected,source_extracted_metric,suspected_cases,COD; UGA,2026-05-18,136,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:cases_confirmed,source_extracted_metric,confirmed_cases,COD; UGA,2026-05-18,33,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:cases_confirmed_uganda,source_extracted_metric,confirmed_cases,COD; UGA,2026-05-18,2,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:cases_suspected,source_extracted_metric,suspected_cases,COD; UGA,2026-05-18,516,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:cfr_suspected_pct,source_extracted_metric,suspected_cases,COD; UGA,2026-05-18,25.4,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:contacts.drc,source_extracted_metric,contacts_drc,COD; UGA,2026-05-18,541,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:contacts.total,source_extracted_metric,contacts_total,COD; UGA,2026-05-18,668,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:contacts.uganda,source_extracted_metric,contacts_uganda,COD; UGA,2026-05-18,127,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:deaths_confirmed,source_extracted_metric,confirmed_cases,COD; UGA,2026-05-18,4,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:deaths_confirmed_uganda,source_extracted_metric,confirmed_cases,COD; UGA,2026-05-18,1,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:deaths_suspected,source_extracted_metric,suspected_cases,COD; UGA,2026-05-18,131,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:afro-sitrep-01-pdf-2026-05-18-live:grand_total_confirmed,source_extracted_metric,confirmed_cases,COD; UGA,2026-05-18,35,,,count,afro-sitrep-01-pdf-2026-05-18-live,,source_manifest:afro-sitrep-01-pdf-2026-05-18-live,source_manifest_attested,source_extracted_metric,https://www.afro.who.int/countries/democratic-republic-of-congo/publication/ebola-bundibugyo-virus-disease-outbreak-democratic-republic-congo-uganda-weekly-external-situation,b43fc698bf2407323c6d6af25a3679eccdd2d68b3effc61a7563e6ef977366ba,private_restricted_bytes,CC-BY-NC-SA-3.0-IGO,
source:imperial-mrc-gida-bdbv-2026-05-18-pdf-live:cfr_central,source_extracted_metric,cfr_central,COD; UGA,2026-05-18T00:00:00Z,0.3,,,count,imperial-mrc-gida-bdbv-2026-05-18-pdf-live,,source_manifest:imperial-mrc-gida-bdbv-2026-05-18-pdf-live,source_manifest_attested,source_extracted_metric,https://www.imperial.ac.uk/mrc-global-infectious-disease-analysis/research-themes/preparedness-and-response-to-emerging-threats/report-ebola-18-05-2026/,750edd9df5e4ec714d9c6557f4e1f1fc06f5cedddfbc10eddcae6a762bd068ea,private_restricted_bytes,CC-BY-NC-ND-4.0,
source:imperial-mrc-gida-bdbv-2026-05-18-pdf-live:deaths_used,source_extracted_metric,deaths,COD; UGA,2026-05-18T00:00:00Z,88,,,count,imperial-mrc-gida-bdbv-2026-05-18-pdf-live,,source_manifest:imperial-mrc-gida-bdbv-2026-05-18-pdf-live,source_manifest_attested,source_extracted_metric,https://www.imperial.ac.uk/mrc-global-infectious-disease-analysis/research-themes/preparedness-and-response-to-emerging-threats/report-ebola-18-05-2026/,750edd9df5e4ec714d9c6557f4e1f1fc06f5cedddfbc10eddcae6a762bd068ea,private_restricted_bytes,CC-BY-NC-ND-4.0,
source:imperial-mrc-gida-bdbv-2026-05-20-live:cfr_central,source_extracted_metric,cfr_central,COD; UGA,2026-05-20T00:00:00Z,0.33,,,count,imperial-mrc-gida-bdbv-2026-05-20-live,,source_manifest:imperial-mrc-gida-bdbv-2026-05-20-live,source_manifest_attested,source_extracted_metric,https://www.imperial.ac.uk/mrc-global-infectious-disease-analysis/research-themes/preparedness-and-response-to-emerging-threats/report-ebola-update-20-05-2026/,87e5c822847f9e03c9cbfc78fb80eb296d7b8659f5181d0b0e278faf6dcdfb1c,private_restricted_bytes,CC-BY-NC-ND-4.0,
source:imperial-mrc-gida-bdbv-2026-05-20-live:deaths_used,source_extracted_metric,deaths,COD; UGA,2026-05-20T00:00:00Z,131,,,count,imperial-mrc-gida-bdbv-2026-05-20-live,,source_manifest:imperial-mrc-gida-bdbv-2026-05-20-live,source_manifest_attested,source_extracted_metric,https://www.imperial.ac.uk/mrc-global-infectious-disease-analysis/research-themes/preparedness-and-response-to-emerging-threats/report-ebola-update-20-05-2026/,87e5c822847f9e03c9cbfc78fb80eb296d7b8659f5181d0b0e278faf6dcdfb1c,private_restricted_bytes,CC-BY-NC-ND-4.0,
source:imperial-mrc-gida-bdbv-2026-05-20-live:method1_table1_10d_window.ituri_main,source_extracted_metric,method1_table1_10d_window_ituri_main,COD; UGA,2026-05-20T00:00:00Z,470,,,count,imperial-mrc-gida-bdbv-2026-05-20-live,,source_manifest:imperial-mrc-gida-bdbv-2026-05-20-live,source_manifest_attested,source_extracted_metric,https://www.imperial.ac.uk/mrc-global-infectious-disease-analysis/research-themes/preparedness-and-response-to-emerging-threats/report-ebola-update-20-05-2026/,87e5c822847f9e03c9cbfc78fb80eb296d7b8659f5181d0b0e278faf6dcdfb1c,private_restricted_bytes,CC-BY-NC-ND-4.0,
source:imperial-mrc-gida-bdbv-2026-05-20-live:method1_table1_10d_window.ituri_plus_nord_kivu,source_extracted_metric,method1_table1_10d_window_ituri_plus_nord_kivu,COD; UGA,2026-05-20T00:00:00Z,617,,,count,imperial-mrc-gida-bdbv-2026-05-20-live,,source_manifest:imperial-mrc-gida-bdbv-2026-05-20-live,source_manifest_attested,source_extracted_metric,https://www.imperial.ac.uk/mrc-global-infectious-disease-analysis/research-themes/preparedness-and-response-to-emerging-threats/report-ebola-update-20-05-2026/,87e5c822847f9e03c9cbfc78fb80eb296d7b8659f5181d0b0e278faf6dcdfb1c,private_restricted_bytes,CC-BY-NC-ND-4.0,
source:imperial-mrc-gida-bdbv-2026-05-20-live:method2_table2_14d_doubling.cfr_26,source_extracted_metric,method2_table2_14d_doubling_cfr_26,COD; UGA,2026-05-20T00:00:00Z,860,,,count,imperial-mrc-gida-bdbv-2026-05-20-live,,source_manifest:imperial-mrc-gida-bdbv-2026-05-20-live,source_manifest_attested,source_extracted_metric,https://www.imperial.ac.uk/mrc-global-infectious-disease-analysis/research-themes/preparedness-and-response-to-emerging-threats/report-ebola-update-20-05-2026/,87e5c822847f9e03c9cbfc78fb80eb296d7b8659f5181d0b0e278faf6dcdfb1c,private_restricted_bytes,CC-BY-NC-ND-4.0,
source:imperial-mrc-gida-bdbv-2026-05-20-live:method2_table2_14d_doubling.cfr_33,source_extracted_metric,method2_table2_14d_doubling_cfr_33,COD; UGA,2026-05-20T00:00:00Z,678,,,count,imperial-mrc-gida-bdbv-2026-05-20-live,,source_manifest:imperial-mrc-gida-bdbv-2026-05-20-live,source_manifest_attested,source_extracted_metric,https://www.imperial.ac.uk/mrc-global-infectious-disease-analysis/research-themes/preparedness-and-response-to-emerging-threats/report-ebola-update-20-05-2026/,87e5c822847f9e03c9cbfc78fb80eb296d7b8659f5181d0b0e278faf6dcdfb1c,private_restricted_bytes,CC-BY-NC-ND-4.0,
source:imperial-mrc-gida-bdbv-2026-05-20-live:method2_table2_14d_doubling.cfr_40,source_extracted_metric,method2_table2_14d_doubling_cfr_40,COD; UGA,2026-05-20T00:00:00Z,559,,,count,imperial-mrc-gida-bdbv-2026-05-20-live,,source_manifest:imperial-mrc-gida-bdbv-2026-05-20-live,source_manifest_attested,source_extracted_metric,https://www.imperial.ac.uk/mrc-global-infectious-disease-analysis/research-themes/preparedness-and-response-to-emerging-threats/report-ebola-update-20-05-2026/,87e5c822847f9e03c9cbfc78fb80eb296d7b8659f5181d0b0e278faf6dcdfb1c,private_restricted_bytes,CC-BY-NC-ND-4.0,
source:imperial-mrc-gida-bdbv-2026-05-20-live:suspected_cases_reported,source_extracted_metric,suspected_cases,COD; UGA,2026-05-20T00:00:00Z,516,,,count,imperial-mrc-gida-bdbv-2026-05-20-live,,source_manifest:imperial-mrc-gida-bdbv-2026-05-20-live,source_manifest_attested,source_extracted_metric,https://www.imperial.ac.uk/mrc-global-infectious-disease-analysis/research-themes/preparedness-and-response-to-emerging-threats/report-ebola-update-20-05-2026/,87e5c822847f9e03c9cbfc78fb80eb296d7b8659f5181d0b0e278faf6dcdfb1c,private_restricted_bytes,CC-BY-NC-ND-4.0,
snapshot:reported_counts:suspected,snapshot_reconciled_metric,suspected_cases,,2026-05-20T23:59:59Z,653,395,653,count,wikipedia-2026-ituri-epidemic-2026-05-20-live,afro-sitrep-01-2026-05-18; africa-cdc-phecs-2026-05-18,PUBLIC-SOURCE-AUDIT,reconciled_from_dated_sources,snapshot_reconciled_range,https://en.wikipedia.org/wiki/2026_Ituri_Province_Ebola_epidemic,319cdbd2b616df4301eba94171448e3081a0a1a9e701404bcdf1030a5b80e8fa,public_bytes,CC-BY-SA-4.0,
snapshot:reported_counts:confirmed,snapshot_reconciled_metric,confirmed_cases,,2026-05-20T23:59:59Z,53,10,53,count,who-dg-remarks-bdbv-2026-05-20,who-pheic-2026-05-17; ecdc-bdbv-drc-uga-2026-05-19; wikipedia-2026-ituri-epidemic-2026-05-20,PUBLIC-SOURCE-AUDIT,reconciled_from_dated_sources,snapshot_reconciled_range,https://www.who.int/news-room/speeches/item/who-director-general-s-opening-remarks-at-the-media-briefing-on-ebola-outbreak-in-drc-and-uganda-20-may-2026,38adc40602c6609e4a727251acd8896ca6c27ca922d855d532b35a2bcf3ff067,public_bytes,CC-BY-NC-SA-3.0-IGO,WHO PHEIC deconfirmed the reported Kinshasa case; confirmed minimum excludes Kinshasa.
snapshot:reported_counts:deaths,snapshot_reconciled_metric,deaths,,2026-05-20T23:59:59Z,144,106,144,count,wikipedia-2026-ituri-epidemic-2026-05-20-live,afro-sitrep-01-2026-05-18; africa-cdc-phecs-2026-05-18,PUBLIC-SOURCE-AUDIT,reconciled_from_dated_sources,snapshot_reconciled_range,https://en.wikipedia.org/wiki/2026_Ituri_Province_Ebola_epidemic,319cdbd2b616df4301eba94171448e3081a0a1a9e701404bcdf1030a5b80e8fa,public_bytes,CC-BY-SA-4.0,
